2026-04-30 22:19:58 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:20:10 | INFO     | eda | Saved → /home/keerthanss/Projects/CMPE257ML/final/scripts/outputs/plots/eda/04_zcr_rms.png
2026-04-30 22:20:10 | INFO     | eda | ✓ plot_zcr_rms finished in 2.9s
2026-04-30 22:20:10 | INFO     | eda | → plot_feature_distributions started
2026-04-30 22:20:10 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:20:10 | INFO     | eda |   5. Feature Distributions
2026-04-30 22:20:10 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:20:10 | WARNING  | eda | Feature cache not found at /home/keerthanss/Projects/CMPE257ML/final/scripts/outputs/cache/features.csv — run features.py first.
2026-04-30 22:20:10 | INFO     | eda | ✓ plot_feature_distributions finished in 0.0s
2026-04-30 22:20:10 | INFO     | eda | → plot_correlation started
2026-04-30 22:20:10 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:20:10 | INFO     | eda |   6. Correlation Heatmap
2026-04-30 22:20:10 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:20:10 | WARNING  | eda | Feature cache not found — run features.py first.
2026-04-30 22:20:10 | INFO     | eda | ✓ plot_correlation finished in 0.0s
2026-04-30 22:20:10 | INFO     | eda | → plot_tsne started
2026-04-30 22:20:10 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:20:10 | INFO     | eda |   7. t-SNE
2026-04-30 22:20:10 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:20:10 | WARNING  | eda | Feature cache not found — run features.py first.
2026-04-30 22:20:10 | INFO     | eda | ✓ plot_tsne finished in 0.0s
2026-04-30 22:20:10 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:20:10 | INFO     | eda |   EDA complete — all plots saved to outputs/plots/eda/
2026-04-30 22:20:10 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:47:25 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:47:25 | INFO     | eda |   EDA — GTZAN Genre Classification
2026-04-30 22:47:25 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:47:25 | INFO     | eda | Genres found: ['blues', 'classical', 'country', 'disco', 'hiphop', 'jazz', 'metal', 'pop', 'reggae', 'rock']
2026-04-30 22:47:25 | INFO     | eda | → plot_class_balance started
2026-04-30 22:47:25 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:47:25 | INFO     | eda |   1. Class Balance
2026-04-30 22:47:25 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:47:25 | DEBUG    | eda |   blues: 100 tracks
2026-04-30 22:47:25 | DEBUG    | eda |   classical: 100 tracks
2026-04-30 22:47:25 | DEBUG    | eda |   country: 100 tracks
2026-04-30 22:47:25 | DEBUG    | eda |   disco: 100 tracks
2026-04-30 22:47:25 | DEBUG    | eda |   hiphop: 100 tracks
2026-04-30 22:47:25 | DEBUG    | eda |   jazz: 99 tracks
2026-04-30 22:47:25 | DEBUG    | eda |   metal: 100 tracks
2026-04-30 22:47:25 | DEBUG    | eda |   pop: 100 tracks
2026-04-30 22:47:25 | DEBUG    | eda |   reggae: 100 tracks
2026-04-30 22:47:25 | DEBUG    | eda |   rock: 100 tracks
2026-04-30 22:47:25 | INFO     | eda | Total valid tracks: 999
2026-04-30 22:47:25 | INFO     | eda | Saved → /home/keerthanss/Projects/CMPE257ML/final/scripts/outputs/plots/eda/01_class_balance.png
2026-04-30 22:47:25 | INFO     | eda | ✓ plot_class_balance finished in 0.5s
2026-04-30 22:47:25 | INFO     | eda | → plot_waveforms started
2026-04-30 22:47:25 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:47:25 | INFO     | eda |   2. Waveforms
2026-04-30 22:47:25 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:47:25 | INFO     | eda | Loading waveforms in parallel …
2026-04-30 22:47:30 | INFO     | eda | Saved → /home/keerthanss/Projects/CMPE257ML/final/scripts/outputs/plots/eda/02_waveforms.png
2026-04-30 22:47:30 | INFO     | eda | ✓ plot_waveforms finished in 5.0s
2026-04-30 22:47:30 | INFO     | eda | → plot_mel_spectrograms started
2026-04-30 22:47:30 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:47:30 | INFO     | eda |   3. Mel Spectrograms
2026-04-30 22:47:30 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:47:30 | INFO     | eda | Computing mel spectrograms in parallel …
2026-04-30 22:47:34 | INFO     | eda | Saved → /home/keerthanss/Projects/CMPE257ML/final/scripts/outputs/plots/eda/03_mel_spectrograms.png
2026-04-30 22:47:34 | INFO     | eda | ✓ plot_mel_spectrograms finished in 3.7s
2026-04-30 22:47:34 | INFO     | eda | → plot_zcr_rms started
2026-04-30 22:47:34 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:47:34 | INFO     | eda |   4. ZCR / RMS Distributions
2026-04-30 22:47:34 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:47:34 | INFO     | eda | Loading 300 tracks for ZCR/RMS scan …
2026-04-30 22:47:37 | INFO     | eda | Saved → /home/keerthanss/Projects/CMPE257ML/final/scripts/outputs/plots/eda/04_zcr_rms.png
2026-04-30 22:47:37 | INFO     | eda | ✓ plot_zcr_rms finished in 3.0s
2026-04-30 22:47:37 | INFO     | eda | → plot_feature_distributions started
2026-04-30 22:47:37 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:47:37 | INFO     | eda |   5. Feature Distributions
2026-04-30 22:47:37 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:47:37 | WARNING  | eda | Feature cache not found at /home/keerthanss/Projects/CMPE257ML/final/scripts/outputs/cache/features.csv — run features.py first.
2026-04-30 22:47:37 | INFO     | eda | ✓ plot_feature_distributions finished in 0.0s
2026-04-30 22:47:37 | INFO     | eda | → plot_correlation started
2026-04-30 22:47:37 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:47:37 | INFO     | eda |   6. Correlation Heatmap
2026-04-30 22:47:37 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:47:37 | WARNING  | eda | Feature cache not found — run features.py first.
2026-04-30 22:47:37 | INFO     | eda | ✓ plot_correlation finished in 0.0s
2026-04-30 22:47:37 | INFO     | eda | → plot_tsne started
2026-04-30 22:47:37 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:47:37 | INFO     | eda |   7. t-SNE
2026-04-30 22:47:37 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:47:37 | WARNING  | eda | Feature cache not found — run features.py first.
2026-04-30 22:47:37 | INFO     | eda | ✓ plot_tsne finished in 0.0s
2026-04-30 22:47:37 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:47:37 | INFO     | eda |   EDA complete — all plots saved to outputs/plots/eda/
2026-04-30 22:47:37 | INFO     | eda | ────────────────────────────────────────────────────────────
2026-04-30 22:47:50 | INFO     | features | ────────────────────────────────────────────────────────────
2026-04-30 22:47:50 | INFO     | features |   features.py — GTZAN Feature Pipeline
2026-04-30 22:47:50 | INFO     | features | ────────────────────────────────────────────────────────────
2026-04-30 22:47:50 | INFO     | features | Valid tracks: 999
2026-04-30 22:47:50 | INFO     | features | → extract_all_features started
2026-04-30 22:47:50 | INFO     | features | ────────────────────────────────────────────────────────────
2026-04-30 22:47:50 | INFO     | features |   Feature Extraction — Original Tracks
2026-04-30 22:47:50 | INFO     | features | ────────────────────────────────────────────────────────────
2026-04-30 22:47:50 | INFO     | features | Extracting features for 999 tracks using 12 processes …
2026-04-30 22:48:10 | INFO     | features | ────────────────────────────────────────────────────────────
2026-04-30 22:48:10 | INFO     | features |   features.py — GTZAN Feature Pipeline
2026-04-30 22:48:10 | INFO     | features | ────────────────────────────────────────────────────────────
2026-04-30 22:48:10 | INFO     | features | Valid tracks: 999
2026-04-30 22:48:10 | INFO     | features | → extract_all_features started
2026-04-30 22:48:10 | INFO     | features | ────────────────────────────────────────────────────────────
2026-04-30 22:48:10 | INFO     | features |   Feature Extraction — Original Tracks
2026-04-30 22:48:10 | INFO     | features | ────────────────────────────────────────────────────────────
2026-04-30 22:48:10 | INFO     | features | Extracting features for 999 tracks using 12 processes …
2026-04-30 22:51:52 | INFO     | features | ────────────────────────────────────────────────────────────
2026-04-30 22:51:52 | INFO     | features |   features.py — GTZAN Feature Pipeline
2026-04-30 22:51:52 | INFO     | features | ────────────────────────────────────────────────────────────
2026-04-30 22:51:52 | INFO     | features | Valid tracks: 999
2026-04-30 22:51:52 | INFO     | features | → extract_all_features started
2026-04-30 22:51:52 | INFO     | features | ────────────────────────────────────────────────────────────
2026-04-30 22:51:52 | INFO     | features |   Feature Extraction — Original Tracks
2026-04-30 22:51:52 | INFO     | features | ────────────────────────────────────────────────────────────
2026-04-30 22:51:52 | INFO     | features | Extracting features for 999 tracks using 12 processes …
2026-04-30 22:53:33 | INFO     | features | ────────────────────────────────────────────────────────────
2026-04-30 22:53:33 | INFO     | features |   features.py — GTZAN Feature Pipeline
2026-04-30 22:53:33 | INFO     | features | ────────────────────────────────────────────────────────────
2026-04-30 22:53:33 | INFO     | features | Valid tracks: 999
2026-04-30 22:53:33 | INFO     | features | → extract_all_features started
2026-04-30 22:53:33 | INFO     | features | Cache hit: /home/keerthanss/Projects/CMPE257ML/final/scripts/outputs/cache/features.csv (use --force to recompute)
2026-04-30 22:53:33 | INFO     | features |   999 samples, 166 features
2026-04-30 22:53:33 | INFO     | features | ✓ extract_all_features finished in 0.0s
2026-04-30 22:53:34 | INFO     | features | Training tracks (for augmentation): 799
2026-04-30 22:53:34 | INFO     | features | → extract_augmented_features started
2026-04-30 22:53:34 | INFO     | features | ────────────────────────────────────────────────────────────
2026-04-30 22:53:34 | INFO     | features |   Feature Extraction — Augmented Training Tracks
2026-04-30 22:53:34 | INFO     | features | ────────────────────────────────────────────────────────────
2026-04-30 22:53:34 | INFO     | features | 799 training tracks × 2 = 1598 augmented samples to extract …
2026-04-30 22:54:03 | INFO     | features | ────────────────────────────────────────────────────────────
2026-04-30 22:54:03 | INFO     | features |   features.py — GTZAN Feature Pipeline
2026-04-30 22:54:03 | INFO     | features | ────────────────────────────────────────────────────────────
2026-04-30 22:54:03 | INFO     | features | Valid tracks: 999
2026-04-30 22:54:03 | INFO     | features | → extract_all_features started
2026-04-30 22:54:03 | INFO     | features | Cache hit: /home/keerthanss/Projects/CMPE257ML/final/scripts/outputs/cache/features.csv (use --force to recompute)
2026-04-30 22:54:03 | INFO     | features |   999 samples, 166 features
2026-04-30 22:54:03 | INFO     | features | ✓ extract_all_features finished in 0.0s
2026-04-30 22:54:03 | INFO     | features | Training tracks (for augmentation): 799
2026-04-30 22:54:03 | INFO     | features | → extract_augmented_features started
2026-04-30 22:54:03 | INFO     | features | ────────────────────────────────────────────────────────────
2026-04-30 22:54:03 | INFO     | features |   Feature Extraction — Augmented Training Tracks
2026-04-30 22:54:03 | INFO     | features | ────────────────────────────────────────────────────────────
2026-04-30 22:54:03 | INFO     | features | 799 training tracks × 2 = 1598 augmented samples to extract …
2026-04-30 23:09:17 | INFO     | features | Succeeded: 1598  |  Failed: 0
2026-04-30 23:09:17 | INFO     | features | Saved → /home/keerthanss/Projects/CMPE257ML/final/scripts/outputs/cache/augmented_features.csv  shape=(1598, 168)
2026-04-30 23:09:17 | INFO     | features | ✓ extract_augmented_features finished in 844.6s
2026-04-30 23:09:17 | INFO     | features | ────────────────────────────────────────────────────────────
2026-04-30 23:09:17 | INFO     | features |   features.py complete
2026-04-30 23:09:17 | INFO     | features | ────────────────────────────────────────────────────────────
2026-04-30 23:11:50 | INFO     | main | → run_pipeline started
2026-04-30 23:11:50 | INFO     | main | ────────────────────────────────────────────────────────────
2026-04-30 23:11:50 | INFO     | main |   GTZAN Genre Classification — Full Pipeline
2026-04-30 23:11:50 | INFO     | main | ────────────────────────────────────────────────────────────
2026-04-30 23:11:50 | INFO     | main | Skipping EDA (--skip-eda)
2026-04-30 23:11:50 | INFO     | main | ────────────────────────────────────────────────────────────
2026-04-30 23:11:50 | INFO     | main |   Stage 2 — Feature Extraction (original tracks)
2026-04-30 23:11:50 | INFO     | main | ────────────────────────────────────────────────────────────
2026-04-30 23:11:50 | INFO     | main | Valid tracks: 999
2026-04-30 23:11:50 | INFO     | features | → extract_all_features started
2026-04-30 23:11:50 | INFO     | features | Cache hit: /home/keerthanss/Projects/CMPE257ML/final/scripts/outputs/cache/features.csv (use --force to recompute)
2026-04-30 23:11:50 | INFO     | features |   999 samples, 166 features
2026-04-30 23:11:50 | INFO     | features | ✓ extract_all_features finished in 0.0s
2026-04-30 23:11:50 | INFO     | main | ────────────────────────────────────────────────────────────
2026-04-30 23:11:50 | INFO     | main |   Stage 3 — Train/Test Split
2026-04-30 23:11:50 | INFO     | main | ────────────────────────────────────────────────────────────
2026-04-30 23:11:50 | INFO     | main | Training tracks (for augmentation): 799
2026-04-30 23:11:50 | INFO     | main | ────────────────────────────────────────────────────────────
2026-04-30 23:11:50 | INFO     | main |   Stage 4 — Augmented Feature Extraction
2026-04-30 23:11:50 | INFO     | main | ────────────────────────────────────────────────────────────
2026-04-30 23:11:50 | INFO     | features | → extract_augmented_features started
2026-04-30 23:11:50 | INFO     | features | Cache hit: /home/keerthanss/Projects/CMPE257ML/final/scripts/outputs/cache/augmented_features.csv (use --force to recompute)
2026-04-30 23:11:50 | INFO     | features |   1598 augmented samples
2026-04-30 23:11:50 | INFO     | features | ✓ extract_augmented_features finished in 0.0s
2026-04-30 23:11:50 | INFO     | main | ────────────────────────────────────────────────────────────
2026-04-30 23:11:50 | INFO     | main |   Stage 5 — Cross-Validation & Grid Search
2026-04-30 23:11:50 | INFO     | main | ────────────────────────────────────────────────────────────
2026-04-30 23:11:50 | INFO     | cross_validation | ────────────────────────────────────────────────────────────
2026-04-30 23:11:50 | INFO     | cross_validation |   Loading cached features and splitting data
2026-04-30 23:11:50 | INFO     | cross_validation | ────────────────────────────────────────────────────────────
2026-04-30 23:11:51 | INFO     | cross_validation | Loaded features: 999 original, 1598 augmented samples
2026-04-30 23:11:51 | INFO     | cross_validation | Feature columns: 166
2026-04-30 23:11:51 | INFO     | cross_validation | Train split saved → /home/keerthanss/Projects/CMPE257ML/final/scripts/outputs/splits/train.csv  (799 samples)
2026-04-30 23:11:51 | INFO     | cross_validation | Test split saved  → /home/keerthanss/Projects/CMPE257ML/final/scripts/outputs/splits/test.csv   (200 samples)
2026-04-30 23:11:51 | INFO     | cross_validation | Classes: ['blues', 'classical', 'country', 'disco', 'hiphop', 'jazz', 'metal', 'pop', 'reggae', 'rock']
2026-04-30 23:11:51 | INFO     | main | ────────────────────────────────────────────────────────────
2026-04-30 23:11:51 | INFO     | main |   Gaussian NB [raw]
2026-04-30 23:11:51 | INFO     | main | ────────────────────────────────────────────────────────────
2026-04-30 23:11:51 | INFO     | cross_validation | → grid_search_cv started
2026-04-30 23:11:51 | INFO     | cross_validation | No hyperparameters to tune — running single CV pass
2026-04-30 23:11:51 | DEBUG    | reduction | Scaler fitted on 639 samples, 166 features
2026-04-30 23:11:51 | INFO     | cross_validation |   Fold 1/5: train=1917 (orig=639, aug=1278), val=160, acc=60.00%  [0.0s]
2026-04-30 23:11:51 | DEBUG    | reduction | Scaler fitted on 639 samples, 166 features
2026-04-30 23:11:51 | INFO     | cross_validation |   Fold 2/5: train=1917 (orig=639, aug=1278), val=160, acc=56.25%  [0.0s]
2026-04-30 23:11:51 | DEBUG    | reduction | Scaler fitted on 639 samples, 166 features
2026-04-30 23:11:51 | INFO     | cross_validation |   Fold 3/5: train=1917 (orig=639, aug=1278), val=160, acc=58.13%  [0.0s]
2026-04-30 23:11:51 | DEBUG    | reduction | Scaler fitted on 639 samples, 166 features
2026-04-30 23:11:51 | INFO     | cross_validation |   Fold 4/5: train=1917 (orig=639, aug=1278), val=160, acc=58.75%  [0.0s]
2026-04-30 23:11:51 | DEBUG    | reduction | Scaler fitted on 640 samples, 166 features
2026-04-30 23:11:51 | INFO     | cross_validation |   Fold 5/5: train=1920 (orig=640, aug=1280), val=159, acc=58.49%  [0.0s]
2026-04-30 23:11:51 | INFO     | cross_validation |   CV result: 58.32% ± 1.21%
2026-04-30 23:11:51 | INFO     | cross_validation | ✓ grid_search_cv finished in 0.1s
2026-04-30 23:11:51 | INFO     | main | ────────────────────────────────────────────────────────────
2026-04-30 23:11:51 | INFO     | main |   SVM (RBF) [pca]
2026-04-30 23:11:51 | INFO     | main | ────────────────────────────────────────────────────────────
2026-04-30 23:11:51 | INFO     | cross_validation | → grid_search_cv started
2026-04-30 23:11:51 | INFO     | cross_validation | Grid search: 8 parameter combinations × 5 folds
2026-04-30 23:11:51 | INFO     | cross_validation |   Combo 1/8: {'C': 0.1, 'gamma': 'scale'}
2026-04-30 23:11:51 | DEBUG    | reduction | Scaler fitted on 639 samples, 166 features
2026-04-30 23:11:51 | DEBUG    | reduction | PCA: 166 → 82 components (95% var)
2026-04-30 23:11:51 | INFO     | cross_validation |   Fold 1/5: train=1917 (orig=639, aug=1278), val=160, acc=60.62%  [0.3s]
2026-04-30 23:11:51 | DEBUG    | reduction | Scaler fitted on 639 samples, 166 features
2026-04-30 23:11:51 | DEBUG    | reduction | PCA: 166 → 83 components (95% var)
2026-04-30 23:11:51 | INFO     | cross_validation |   Fold 2/5: train=1917 (orig=639, aug=1278), val=160, acc=55.62%  [0.3s]
2026-04-30 23:11:51 | DEBUG    | reduction | Scaler fitted on 639 samples, 166 features
2026-04-30 23:11:51 | DEBUG    | reduction | PCA: 166 → 83 components (95% var)
2026-04-30 23:11:52 | INFO     | cross_validation |   Fold 3/5: train=1917 (orig=639, aug=1278), val=160, acc=55.62%  [0.3s]
2026-04-30 23:11:52 | DEBUG    | reduction | Scaler fitted on 639 samples, 166 features
2026-04-30 23:11:52 | DEBUG    | reduction | PCA: 166 → 83 components (95% var)
2026-04-30 23:11:52 | INFO     | cross_validation |   Fold 4/5: train=1917 (orig=639, aug=1278), val=160, acc=60.62%  [0.3s]
2026-04-30 23:11:52 | DEBUG    | reduction | Scaler fitted on 640 samples, 166 features
2026-04-30 23:11:52 | DEBUG    | reduction | PCA: 166 → 82 components (95% var)
2026-04-30 23:11:52 | INFO     | cross_validation |   Fold 5/5: train=1920 (orig=640, aug=1280), val=159, acc=54.09%  [0.3s]
2026-04-30 23:11:52 | INFO     | cross_validation |   CV result: 57.32% ± 2.76%
2026-04-30 23:11:52 | INFO     | cross_validation |   Combo 2/8: {'C': 0.1, 'gamma': 'auto'}
2026-04-30 23:11:52 | DEBUG    | reduction | Scaler fitted on 639 samples, 166 features
2026-04-30 23:11:52 | DEBUG    | reduction | PCA: 166 → 82 components (95% var)
2026-04-30 23:11:53 | INFO     | cross_validation |   Fold 1/5: train=1917 (orig=639, aug=1278), val=160, acc=54.37%  [0.3s]
2026-04-30 23:11:53 | DEBUG    | reduction | Scaler fitted on 639 samples, 166 features
2026-04-30 23:11:53 | DEBUG    | reduction | PCA: 166 → 83 components (95% var)
2026-04-30 23:11:53 | INFO     | cross_validation |   Fold 2/5: train=1917 (orig=639, aug=1278), val=160, acc=51.88%  [0.3s]
2026-04-30 23:11:53 | DEBUG    | reduction | Scaler fitted on 639 samples, 166 features
2026-04-30 23:11:53 | DEBUG    | reduction | PCA: 166 → 83 components (95% var)
2026-04-30 23:11:53 | INFO     | cross_validation |   Fold 3/5: train=1917 (orig=639, aug=1278), val=160, acc=49.38%  [0.3s]
2026-04-30 23:11:53 | DEBUG    | reduction | Scaler fitted on 639 samples, 166 features
2026-04-30 23:11:53 | DEBUG    | reduction | PCA: 166 → 83 components (95% var)
2026-04-30 23:11:53 | INFO     | cross_validation |   Fold 4/5: train=1917 (orig=639, aug=1278), val=160, acc=56.88%  [0.3s]
2026-04-30 23:11:53 | DEBUG    | reduction | Scaler fitted on 640 samples, 166 features
2026-04-30 23:11:54 | DEBUG    | reduction | PCA: 166 → 82 components (95% var)
2026-04-30 23:11:54 | INFO     | cross_validation |   Fold 5/5: train=1920 (orig=640, aug=1280), val=159, acc=49.06%  [0.3s]
2026-04-30 23:11:54 | INFO     | cross_validation |   CV result: 52.31% ± 2.98%
2026-04-30 23:11:54 | INFO     | cross_validation |   Combo 3/8: {'C': 1, 'gamma': 'scale'}
2026-04-30 23:11:54 | DEBUG    | reduction | Scaler fitted on 639 samples, 166 features
2026-04-30 23:11:54 | DEBUG    | reduction | PCA: 166 → 82 components (95% var)
2026-04-30 23:11:54 | INFO     | cross_validation |   Fold 1/5: train=1917 (orig=639, aug=1278), val=160, acc=73.75%  [0.2s]
2026-04-30 23:11:54 | DEBUG    | reduction | Scaler fitted on 639 samples, 166 features
2026-04-30 23:11:54 | DEBUG    | reduction | PCA: 166 → 83 components (95% var)
2026-04-30 23:11:54 | INFO     | cross_validation |   Fold 2/5: train=1917 (orig=639, aug=1278), val=160, acc=72.50%  [0.2s]
2026-04-30 23:11:54 | DEBUG    | reduction | Scaler fitted on 639 samples, 166 features
2026-04-30 23:11:54 | DEBUG    | reduction | PCA: 166 → 83 components (95% var)
2026-04-30 23:11:54 | INFO     | cross_validation |   Fold 3/5: train=1917 (orig=639, aug=1278), val=160, acc=73.12%  [0.2s]
2026-04-30 23:11:54 | DEBUG    | reduction | Scaler fitted on 639 samples, 166 features
2026-04-30 23:11:54 | DEBUG    | reduction | PCA: 166 → 83 components (95% var)
2026-04-30 23:11:55 | INFO     | cross_validation |   Fold 4/5: train=1917 (orig=639, aug=1278), val=160, acc=68.75%  [0.2s]
2026-04-30 23:11:55 | DEBUG    | reduction | Scaler fitted on 640 samples, 166 features
2026-04-30 23:11:55 | DEBUG    | reduction | PCA: 166 → 82 components (95% var)
2026-04-30 23:11:55 | INFO     | cross_validation |   Fold 5/5: train=1920 (orig=640, aug=1280), val=159, acc=74.21%  [0.2s]
2026-04-30 23:11:55 | INFO     | cross_validation |   CV result: 72.47% ± 1.95%
2026-04-30 23:11:55 | INFO     | cross_validation |   Combo 4/8: {'C': 1, 'gamma': 'auto'}
2026-04-30 23:11:55 | DEBUG    | reduction | Scaler fitted on 639 samples, 166 features
2026-04-30 23:11:55 | DEBUG    | reduction | PCA: 166 → 82 components (95% var)
2026-04-30 23:11:55 | INFO     | cross_validation |   Fold 1/5: train=1917 (orig=639, aug=1278), val=160, acc=72.50%  [0.3s]
2026-04-30 23:11:55 | DEBUG    | reduction | Scaler fitted on 639 samples, 166 features
2026-04-30 23:11:55 | DEBUG    | reduction | PCA: 166 → 83 components (95% var)
2026-04-30 23:11:55 | INFO     | cross_validation |   Fold 2/5: train=1917 (orig=639, aug=1278), val=160, acc=66.88%  [0.3s]
2026-04-30 23:11:55 | DEBUG    | reduction | Scaler fitted on 639 samples, 166 features
2026-04-30 23:11:56 | DEBUG    | reduction | PCA: 166 → 83 components (95% var)
2026-04-30 23:11:56 | INFO     | cross_validation |   Fold 3/5: train=1917 (orig=639, aug=1278), val=160, acc=70.62%  [0.5s]
2026-04-30 23:11:56 | DEBUG    | reduction | Scaler fitted on 639 samples, 166 features
2026-04-30 23:11:56 | DEBUG    | reduction | PCA: 166 → 83 components (95% var)
2026-04-30 23:11:56 | INFO     | cross_validation |   Fold 4/5: train=1917 (orig=639, aug=1278), val=160, acc=70.62%  [0.4s]
2026-04-30 23:11:56 | DEBUG    | reduction | Scaler fitted on 640 samples, 166 features
2026-04-30 23:11:57 | DEBUG    | reduction | PCA: 166 → 82 components (95% var)
2026-04-30 23:11:57 | INFO     | cross_validation |   Fold 5/5: train=1920 (orig=640, aug=1280), val=159, acc=71.70%  [0.5s]
2026-04-30 23:11:57 | INFO     | cross_validation |   CV result: 70.46% ± 1.93%
2026-04-30 23:11:57 | INFO     | cross_validation |   Combo 5/8: {'C': 10, 'gamma': 'scale'}
2026-04-30 23:11:57 | DEBUG    | reduction | Scaler fitted on 639 samples, 166 features
2026-04-30 23:11:57 | DEBUG    | reduction | PCA: 166 → 82 components (95% var)
2026-04-30 23:11:57 | INFO     | cross_validation |   Fold 1/5: train=1917 (orig=639, aug=1278), val=160, acc=71.25%  [0.2s]
2026-04-30 23:11:57 | DEBUG    | reduction | Scaler fitted on 639 samples, 166 features
2026-04-30 23:11:57 | DEBUG    | reduction | PCA: 166 → 83 components (95% var)
